feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
-0.56,-0.8,-0.376,0.395,-0.299,0.723,-0.374,-1.431,-0.902,-0.784,1.506,-0,1.114,0.427,-0.937,-1.736,0.727,0.113,0.158,2.356,0.102,-0.717,-0.108,0.505,-0.438,-0.32,0.302,0.632,-0.637,-0.423,1.236,2.399,0.886,0.418,-0.348,-0.084,0.195,-1.271,0.458,0.3,0.27,0.452,-0.562,-1.017,-0.233,0.13,0.929,-0.5,-0.469,1.426,-7956.411
-0.881,0.866,0.545,0.955,0.259,-0.941,-0.593,-1.065,0.387,-0.446,-0.192,1.014,1.334,0.29,-0.214,0.151,0.915,-0.116,1.149,-1.208,-2.527,0.472,-2.138,-0.767,-0.009,0.487,0.236,0.771,-1.162,0.089,1.222,-0.662,0.321,-0.28,-0.235,-0.574,0.501,2.005,-3.094,-1.406,-2.774,-1.641,2.292,0.142,0.839,-0.423,-0.044,0.828,0.948,-0.937,-4863.458
0.09,0.09,0.469,-0.578,-1.088,0.35,0.179,1.604,-0.99,0.617,-1.41,-0.399,-0.463,0.548,0.156,-1.68,0.851,-0.583,-0.6,0.352,0.011,0.716,1,-0.34,0.902,-0.454,0.133,-0.235,0.4,1.254,-1.036,-1.351,0.738,-0.885,-0.956,-0.61,0.435,0.14,-0.447,-1.395,0.818,-1.359,-0.046,1.103,0.551,-0.677,-0.114,-0.665,-0.687,0.68,-9716.934
1.247,-0.405,-0.205,-0.971,0.201,1.761,-0.062,-1.059,-2.281,0.362,-0.435,-0.901,-0.38,-1.079,-0.045,-0.409,0.795,-1.967,-0.931,-0.578,-0.822,-1.175,1.284,-0.576,-0.401,-0.533,-1.171,0.338,-0.729,-1.391,0.091,-0.468,0.178,-1.006,1.911,0.45,-0.839,0.254,-1.976,-0.573,0.407,0.398,0.201,0.022,2.443,0.343,0.876,-0.834,-0.275,1.002,-8678.43
-0.01,0.631,-0.846,1.604,-1.466,-0.833,1.067,1.432,-1.298,0.066,1.459,1.362,0.099,-0.247,-0.965,-0.685,1.076,0.884,0.151,-0.202,0.672,1.134,1.905,-0.434,-2.645,-0.47,0.11,-0.227,-0.15,-0.145,-0.605,1.157,-0.324,0.412,-0.246,1.545,-0.554,1.441,-0.335,0.172,0.666,-0.317,-0.994,-0.114,1.762,2.609,0.464,-1.043,-0.196,-0.286,-18330.101
-0.399,-1.309,-0.542,1.573,0.931,-0.986,-0.945,-0.399,-0.112,-0.43,-0.71,-0.878,-0.647,-0.379,0.22,-0.696,-0.056,0.001,0.621,-1.526,0.888,-0.304,1.616,-0.171,-0.999,0.419,0.971,-1.266,-0.083,-0.284,-0.543,-2.827,-1.845,-0.085,-1.607,-2.011,-0.265,-0.344,0.568,0.437,-0.713,-1.391,0.331,0.41,-0.77,0.044,-0.334,0.382,-1.313,0.575,-7617.239
0.101,-1.905,-1.04,1.667,-0.284,0.084,-0.747,1.042,-0.67,-1.781,-0.473,-0.73,-0.424,-0.35,0.339,-0.552,0.482,-0.367,-0.585,-0.748,-1.026,1.135,-0.458,-0.049,-0.953,-1.701,-0.426,-0.967,-0.968,2.424,0.864,-1.318,0.903,-0.083,-0.786,0.238,1.815,0.509,0.967,-0.754,-0.058,-0.547,0.061,-0.896,-1.091,-0.091,-0.059,0.05,0.027,-0.831,-7024.554
2.169,1.341,-1.18,0.51,1.386,1.446,-0.491,0.675,0.732,-0.962,0.401,0.97,-0.875,1.415,-0.326,1.553,-0.876,0.092,-0.116,-0.083,-0.269,-1.571,-0.195,0.009,1.324,0.207,-0.785,-1.886,-0.569,-0.582,-0.068,-0.631,0.4,0.846,-0.541,0.656,0.275,0.62,0.061,-1.573,0.26,0.336,-0.55,0.947,-0.506,0.732,2.563,0.227,-0.19,-0.267,-8896.615
-1.143,1.835,-2.997,-0.873,-0.668,1.506,-0.392,-0.503,-1.003,0.05,-0.368,0.123,0.819,-0.715,0.464,1.141,0.671,-2.37,1.429,0.888,0.335,1.449,0.038,-0.802,2.407,0.953,0.369,-0.538,-0.387,0.306,-1.38,0.997,-0.432,0.92,0.302,0.265,-0.984,0.665,0.619,-2.684,-1.002,0.971,3.486,1.659,0.373,1.185,0.914,1.253,0.563,-0.433,-18313.203
-0.381,0.355,-0.541,-0.612,-0.825,0.282,0.063,0.293,0.442,0.761,0.735,0.283,1.44,-0.643,1.082,-0.208,0.925,0.709,-0.023,0.851,1.383,1.05,-1.564,-1.76,0.156,-1.511,0.615,1.179,0.41,1.387,-0.033,-1.07,-1.862,-1.991,-1.538,-0.227,-0.316,0.238,0.158,0.398,0.286,-0.581,1.179,-0.763,1.228,-1.468,-1.386,0.114,0.684,-1.793,-7829.347
-0.758,-1.084,-0.077,1.43,0.619,0.539,-0.265,1.759,-1.529,-0.386,0.841,0.166,-0.913,-1.179,1.579,-0.146,1.382,0.633,1.831,0.43,0.147,0.367,-2.212,-0.316,-0.752,-2.363,0.098,-0.503,-0.967,0.129,2.17,0.018,0.361,1.885,-1.423,-0.212,0.535,-0.391,0.382,-0.225,1.348,-0.209,2.457,-3.668,1.304,-0.134,-0.971,1.028,-0.932,-0.362,-14819.651
1.825,-0.461,0.321,-0.699,-1.793,0.301,0.57,0.088,-0.054,-1.18,1.92,-0.251,-0.254,-1.191,-0.572,1.057,-1.032,0.594,-0.875,0.567,-0.092,1.937,-0.037,1.816,-0.68,-1.539,0.074,-0.616,-0.125,-0.086,2.335,0.024,-0.543,1.026,-0.688,-0.081,1.007,-0.443,1.99,-0.544,-0.741,-0.623,0.838,-0.45,-0.003,-0.161,1.287,1.165,-2.163,1.865,-8788.199
1.014,-0.398,-2.394,0.11,0.373,-0.856,1.627,1.828,0.121,-1.669,0.289,-0.285,-1.887,-0.746,-1.375,2.086,-1.398,-0.98,0.644,-1.429,0.428,-0.118,0.063,0.238,0.143,-0.606,0.095,1.111,-2.407,1.75,1.452,-1.571,0.187,-0.591,1.036,1.196,-0.707,-1.166,-1.122,0.221,-0.776,0.999,-1.955,-0.212,-0.081,0.073,-0.38,0.372,-0.195,0.982,-4159.522
-0.235,0.859,-0.031,0.03,2.351,0.128,1.477,1.323,0.297,-0.701,-1.682,1.276,1.541,-0.881,-0.408,0.248,1.381,-0.28,-0.073,0.56,-0.292,-0.069,-1.718,-0.045,-2.167,-0.09,0.602,0.269,-0.425,-0.574,-0.663,1.05,1.135,-0.565,0.869,1.29,-0.923,-0.527,1.317,-0.051,1.639,-0.083,-0.115,-0.8,1.604,1.513,0.574,1.573,0.535,-1.64,-10704.529
-0.775,-2.045,-1.074,0.327,-0.263,-0.017,0.468,0.79,3.106,-0.441,-0.667,0.415,-0.051,-0.931,0.402,-0.231,0.089,0.737,0.404,-0.511,-0.262,0.034,-0.129,0.268,1.963,-0.804,-1.013,0.114,0.3,1.189,1.397,-1.044,0.841,1.826,-0.409,-2.631,0.341,-1.131,1.273,0.141,0.42,2.257,0.481,-0.229,-1.807,0.108,0.568,0.171,1.6,-0.637,-6929.23
1.058,2.441,-0.26,-1.109,2.787,1.049,-1.261,1.363,-0.827,0.469,-0.538,-1.265,-2.053,-0.086,-0.05,-0.771,-0.85,0.699,-0.713,0.776,-0.934,0.985,-0.919,-0.392,-0.621,-0.516,0.316,-0.681,-1.345,0.578,-0.451,0.167,1.509,1.43,0.87,0.457,-0.279,-1.316,0.841,0.24,-0.066,-0.693,1.471,0.162,0.628,0.041,-0.467,0.999,0.787,-1.86,-16035.569
0.768,0.53,-0.703,0.96,0.983,-0.099,-0.451,0.149,-0.731,0.471,0.662,0.729,-0.732,0.516,-0.551,0.091,0.655,0.134,2.553,1.527,-0.974,0.497,1.83,-0.589,0.926,0.502,0.231,1.801,1.498,0.678,0.13,-0.441,0.245,-1.945,-1.566,0.076,1.362,0.227,-2.588,1.119,-1.442,-0.503,-1.205,0.465,0.457,0.953,-0.225,0.81,-0.177,0.783,-6568.193
-0.372,-0.661,0.591,-0.258,0.97,0.438,-0.058,0.57,-1.088,0.587,0.249,-0.884,0.153,1.201,0.25,-0.637,0.028,-1.48,-0.264,0.803,-0.35,1.002,1.036,-0.204,0.299,0.463,1.711,0.348,-0.526,-0.071,-0.571,1.699,-0.842,1.909,0.433,0.897,0.811,-0.963,-0.206,-1.206,-1.149,-0.692,0.335,0.239,-1.535,-1.608,-1.209,-0.102,-1.419,0.924,-7900.683
1.093,-0.778,-0.376,-0.174,0.9,1.058,0.358,0.141,-0.082,-0.469,0.181,2.505,-0.366,-1.66,-0.358,-0.271,0.954,1.418,-0.082,-0.212,1.595,1.372,-0.741,-0.686,-1.023,0.596,0.431,-0.302,-1.163,0.929,-0.836,0.762,-0.729,-0.684,-0.118,0.464,0.541,0.06,1.783,-0.461,-1.45,1.168,0.621,-0.161,0.032,-0.064,1.215,-0.18,0.409,0.102,-11941.123
-0.34,-0.173,0.618,-0.8,1.69,0.706,0.59,-1.268,-0.528,0.283,-0.8,0.252,0.09,-0.52,-2.139,-0.806,0.121,0.751,-0.947,1.078,0.483,0.171,0.04,-0.444,0.544,0.146,-0.162,-1.116,0.122,1.455,0.977,-0.369,0.345,-0.031,0.164,0.326,0.426,0.158,0.324,1.363,0.07,-0.035,1.003,-0.621,-1.225,0.318,-1.067,0.801,-0.263,0.872,-8855.953
0.492,-0.654,-0.597,0.853,-1.415,-0.993,-0.618,0.031,-0.108,1.205,-1.453,-2.262,-0.026,0.767,-0.181,-1.09,-1.017,0.483,-1.572,0.336,0.447,0.402,1.594,-3.865,1.388,0.125,-0.051,-0.786,-2.143,0.789,-2.175,-0.535,-1.416,1.352,-0.182,-0.269,-0.213,0.674,1.067,-0.21,-0.619,2.339,-0.083,-0.632,-1.042,0.063,2.997,1.126,-0.371,-0.095,-11087.354
0.468,-1.071,0.989,-1.268,-0.104,0.678,1.303,0.816,0.379,0.774,0.79,-0.434,2.296,-0.981,-0.266,0.462,0.087,-0.789,-0.38,0.266,-0.666,0.55,-0.717,-0.222,-0.679,0.181,-1.814,-0.25,0.622,1.029,0.121,1.059,-0.795,0.432,-0.612,-0.482,-0.862,-1.84,2.538,-1.213,-1.26,-1.524,0.844,0.594,0.231,-0.721,0.125,0.738,0.909,-0.645,-16361.308
0.313,-0.856,-1.406,-0.739,1.14,1.129,-0.356,-1.977,0.206,-1.681,-0.833,-1.049,0.349,-0.417,-0.832,-0.422,-0.656,0.009,0.872,-2.101,1.233,-0.295,0.521,1.962,1.204,0.966,-0.269,0.06,-1.173,-1.115,2.061,-2.165,-0.154,-0.866,-0.164,-0.748,-0.039,0.861,0.1,0.815,0.818,-1.559,0.255,-0.435,0.675,0.491,0.188,0.191,-1.029,0.379,-558.154
-1.616,0.3,0.926,0.143,0.034,0.701,0.895,1.286,-0.359,-0.009,1.341,0.184,-1.332,0.295,1.004,0.034,0.861,-0.646,0.784,0.708,1.359,-0.235,-0.167,0.82,0.025,0.113,-2.039,-0.222,0.479,-1.521,-0.086,-1.252,0.044,-0.012,0.107,-0.654,0.365,0.634,-0.544,-0.906,-0.003,0.492,0.269,0.488,0.596,-1.737,-1.297,-0.344,1.062,-0.963,-12125.969
-1.018,-0.674,-1.182,-0.265,1.538,0.953,-0.128,-0.486,-1.454,0.068,-0.549,-0.146,-0.592,1.633,-0.695,-0.174,0.35,-2.169,0.978,0.765,-0.022,-0.766,-1.01,-1.239,0.099,-1.167,1.066,0.791,0.107,-1.431,-0.452,0.762,0.58,-0.452,0.515,0.285,-2.183,-0.228,-0.122,-0.244,0.632,-0.279,-1.58,-1.299,-1.34,2.072,-0.401,-0.068,-1.011,0.504,-4004.593
-0.389,0.306,-1.262,-0.514,-0.576,1.591,-0.32,-0.921,0.184,0.818,0.006,2.016,0.657,0.382,-0.792,-0.953,0.937,0.658,-1.371,0.038,-0.534,-1.007,0.293,0.254,0.053,0.678,-1.305,-0.707,-0.139,0.161,-1.392,0.953,-0.494,-0.508,1.746,0.956,0.769,-1.894,-1.926,0.919,-0.755,0.46,-0.076,-0.131,1.639,0.704,0.957,-1.712,1.423,-0.255,-11458.423
-1.14,-0.119,-0.412,-1.124,-1.944,-0.42,-0.386,0.98,-2.489,-0.826,-0.192,-0.576,-0.347,1.271,-1.195,-0.491,-0.767,1.217,1.766,0.488,1.085,1.233,-0.833,0.349,2.588,-0.722,0.499,1.458,-0.55,-0.811,-0.56,1.611,0.942,0.069,-1.019,-0.965,0.929,-0.655,1.37,0.013,-0.209,-1.361,0.194,-2.172,-0.543,-0.476,-1.463,-0.681,1.051,0.653,-818.863
0.376,0.2,-1.112,-0.021,-1.329,0.164,0.791,-1.491,0.44,-0.631,-0.202,1.729,0.461,2.044,0.772,-0.376,0.061,-0.44,0.743,-1.795,1.034,-0.177,1.968,-0.553,1.238,1.707,0.529,0.943,-0.289,-1.146,-0.422,0.08,-0.084,0.232,-1.57,0.571,-0.698,0.887,-0.299,-0.521,-1.807,-0.692,0.297,0.862,-1.255,-0.483,-0.79,1.766,0.373,-1.288,-7499.736
-1.591,0.53,-0.612,0.476,0.91,0.889,-0.908,-2.029,-0.814,1.087,0.21,-0.118,1.478,-0.184,0.224,-1.136,-0.75,0.02,-0.746,1.455,0.934,-0.549,0.893,0.362,0.717,-1.764,1.071,0.912,1.146,1.873,-1.515,-1.762,1.913,1.738,0.542,-1.973,-0.743,-1.096,-1.41,0.222,-0.941,-1.412,0.28,-0.135,0.482,0.523,1.023,-1.271,-0.122,-0.222,-15078.799
-0.32,0.775,-1.438,-0.121,-0.229,0.943,2.02,-0.55,-0.705,-0.797,0.617,0.693,-2.121,0.823,0.956,0.961,0.111,0.431,-0.667,-1.72,0.615,-0.079,0.922,0.799,0.206,0.392,1.101,0.18,-0.336,-0.178,-3.062,0.722,0.341,1.577,-0.818,0.343,1.008,-1.657,-0.742,1.024,2.089,-0.405,-0.659,0.078,1.232,-2.074,-1.685,-0.922,-1.056,-0.674,-12091.933
-0.315,0.795,-1.41,1,1.138,0.742,0.554,-0.915,-0.104,-2.086,-0.845,-0.487,0.038,0.078,-0.571,-0.274,-0.781,0.068,1.384,0.076,0.15,0.579,-0.223,0.901,1.375,0.509,0.445,-1.479,0.464,-0.303,0.491,-1.853,-1.175,-0.879,0.65,1.822,0.976,-0.067,2.074,0.802,-0.698,0.943,0.403,1.148,0.018,-0.356,-0.467,0.171,-1.114,-1.399,-8896.67
-0.758,-0.042,0.184,-0.807,-0.812,0.662,0.509,-0.386,-1.877,0.013,-0.146,0.13,0.135,0.218,0.673,-1.443,-0.924,-1.156,-0.705,-2.333,-0.493,0.68,1.468,-1.184,-1.588,0.92,0.23,-0.142,-0.687,-0.94,-0.856,-0.69,3.032,-2.49,-0.186,0.409,-0.053,-1.663,0.892,-1.466,-1.219,0.878,1.281,0.894,-0.323,0.413,-0.992,-0.824,0.455,0.607,-15725.435
-1.902,0.317,0.851,-0.765,0.762,0.391,-0.773,-0.602,-0.498,1.186,0.723,1.621,0.24,-0.691,0.228,-1.057,1.526,0.969,-1.281,0.2,0.242,-0.399,-0.557,0.358,1.227,-0.626,-1.182,-0.485,-0.695,-0.236,-0.037,0.327,1.484,0.973,-0.698,-1.486,-0.152,0.54,1.692,0.055,-0.805,0.706,-0.851,-0.726,-0.149,-2.469,0.818,-0.094,-2.01,-2.452,-10846.826
1.143,-0.955,0.452,1.267,-0.417,-1.181,0.078,-0.812,-1.209,-1.176,0.176,1.269,1.14,0.13,-0.393,0.119,0.22,-0.392,0.585,0.023,-0.045,-1.844,0.229,-1.202,0.424,0.513,-1.803,-1.207,-0.46,-1.288,0.738,1.309,0.918,-1.421,-2.042,-0.525,0.165,-0.153,-1.38,-0.279,-0.389,0.667,-0.214,0.922,-0.496,0.281,-0.192,-1.18,-1.042,0.82,-18931.014
-0.643,-1.229,0.425,0.624,-0.369,0.038,0.835,0.896,0.22,-0.909,-0.141,-0.833,-0.547,0.118,-0.3,0.934,-1.428,1.074,0.998,-1.2,1.678,0.148,-1.143,-0.29,-1.135,-0.906,0.769,0.31,0.563,-0.459,0.005,0.192,2.384,-0.195,-0.235,0.783,-0.123,0.375,0.996,0.063,0.663,-1.741,-0.151,-0.191,-0.917,-0.338,0.614,1.86,-1.835,-0.497,-8677.474
0.519,-0.785,-0.265,0.034,-0.388,0.308,-0.592,0.046,-0.827,0.544,-0.242,1.251,0.332,-0.269,-0.027,0.456,0.359,-0.312,-0.311,0.056,-1.18,0.965,-0.535,1.005,0.357,0.513,-0.517,-1.097,-0.022,-1.135,-0.046,0.263,-0.833,2.358,0.363,-1.308,-1.003,0.13,-0.038,0.363,0.21,-0.257,1.105,1.367,0.196,1.942,1.143,0.47,-0.126,-0.697,-1973.781
-0.158,0.158,0.268,-0.91,0.068,-0.176,0.421,-2.013,-1.626,1.948,-0.226,-0.694,-0.701,1.709,0.121,1.262,-0.153,0.799,-0.876,2.048,1.494,0.227,0.977,0.378,-0.932,0.436,0.82,0.378,-0.446,-0.377,-0.692,-0.056,1.323,1.589,0.559,0.835,0.022,-1.031,-0.233,-0.101,-1.139,-0.788,1.215,0.873,1.163,0.362,1.511,-0.593,1.061,-0.468,-6047.119
-0.832,-0.254,1.818,0.177,-0.739,1.996,-0.51,-1.225,-0.204,-1.233,2.212,1.898,-0.034,2.118,0.524,-0.245,-0.887,-0.507,-0.822,-0.202,0.883,-1.221,-0.583,0.565,0.795,-2.225,-0.019,0.937,-1.146,0.41,0.233,-2.761,0.087,-0.677,-0.938,-0.929,-0.851,-0.666,0.934,0.098,0.586,-0.999,1.324,0.745,-0.333,-0.266,-0.812,-0.455,-0.847,-1.921,-9250.262
0.64,-0.99,-0.163,0.695,0.338,0.103,0.862,-0.171,-0.665,2.576,-0.878,-0.194,-0.589,-0.62,-0.03,-0.385,1.346,-0.98,0.135,0.455,-0.249,0.579,0.273,-2.372,0.687,1.301,-0.657,-0.712,-0.975,-0.91,-0.497,0.237,-0.799,-1.549,0.774,0.411,-0.235,0.918,1.168,-0.569,-0.273,0.065,-1.406,-0.421,-1.789,-0.357,-0.005,-0.68,0.627,0.677,-14181.85
1.1,-0.751,-1.833,-1.704,-0.101,1.747,1.492,0.171,-1.754,0.175,-0.859,0.949,-0.769,1.659,0.874,-0.502,-0.862,-2.425,0.162,0.282,-0.304,-1.863,-0.284,-1.323,0.202,-0.3,0.415,-1.075,-0.452,-3.107,-1.366,-0.435,1.865,-0.572,0.154,0.148,-0.328,-0.806,2.941,-1.178,-1.272,1.202,-0.974,0.385,-0.963,-0.079,0.201,-0.629,-0.465,-0.34,-12282.274
0.535,1.699,1.292,0.995,-0.733,-1.429,0.337,0.706,-1.75,-0.339,0.896,1.302,-0.453,-0.637,-2.021,1.233,-0.554,-1.119,0.791,0.759,-0.562,-0.537,-0.061,0.7,-0.29,-0.444,-0.159,0.286,-0.391,-0.669,-1.689,-0.123,1.491,0.991,1.366,0.897,0.895,1.217,0.242,0.351,-0.049,0.059,-0.142,-2.188,0.853,-0.547,-0.921,1.285,1.935,1.256,-24877.736
0.8,2.719,0.073,1.119,-2.107,0.214,0.25,-0.009,0.367,-0.914,0.12,0.037,-1.228,0.037,1.16,1.47,1.208,-0.267,-1.109,0.708,2.058,1.938,0.843,0.755,0.073,0.782,0.194,1.462,-2.057,-0.409,-2.237,-1.529,-0.24,1.235,0.935,-0.304,-2.506,-0.232,0.398,-0.471,-1.132,-0.778,-1.004,-0.669,-0.998,0.491,0.027,0.636,1.192,-0.595,-108.895
-0.912,0.251,0.297,1.011,0.374,-0.722,0.031,0.156,-0.163,1.367,-0.155,-0.614,-0.891,-0.614,-0.592,-1.513,-0.625,-0.525,0.679,-0.246,-0.599,-2.459,0.165,0.168,-0.786,1.72,1.171,1.26,0.499,-0.782,-2.792,-0.55,1.864,0.527,-0.731,0.177,0.472,-0.213,2.07,-1.018,-0.78,-0.377,-1.759,-0.842,1.569,1.185,0.602,-0.489,-0.704,-0.722,-17312.134
-0.864,0.632,-0.886,-0.858,-1.031,-0.652,-0.415,0.757,0.492,-0.207,-0.411,-0.442,-0.433,-1.373,0.147,0.04,1.419,-0.283,-2.393,0.347,-1.185,-0.094,0.152,-1.033,0.236,1.505,-0.082,-1.373,2.627,0.111,1.961,0.089,-0.698,-0.202,-0.087,-0.716,1.293,-0.349,-3,2.26,-0.648,1.87,-1.092,0.225,0.163,-1.274,0.254,-0.28,-0.877,-0.398,-6630.927
-0.131,-0.196,-0.955,1.734,-1.483,-1.223,-1.393,-0.323,1.043,-1.042,-0.019,1.908,-1.028,-0.772,-2.029,-0.361,-0.286,0.509,1.438,-0.003,0.869,0.127,0.112,-0.378,-0.839,-0.571,2.84,0.879,0.99,-0.13,0.301,0.799,0.716,0.967,-1.211,0.497,-0.058,0.128,0.168,-0.197,-1.179,-0.099,-2.64,-0.865,-1.296,-1.322,-0.975,1.11,0.442,1.266,-5954.689
-0.312,1.448,-0.169,-0.532,1.304,1.025,-0.713,-0.658,-0.887,-0.653,0.149,-0.516,1.08,0.673,0.484,-1.354,0.327,0.867,-0.559,-1.992,1.237,1.059,0.328,-0.366,0.84,0.067,1.921,1.101,-0.918,0.001,-0.187,0.95,-0.063,0.967,0.476,0.172,-0.485,-0.601,0.221,-0.119,1.599,1.404,-0.411,0.567,-0.106,0.87,-0.868,-1.906,2.221,0.316,-10658.174
0.088,-1.862,0.311,-0.729,0.712,-0.637,-1.103,0.984,-0.265,0.516,1.2,-2.496,0.854,0.627,-0.994,-1.758,1.061,0.425,-0.21,-0.974,0.49,-0.12,-0.384,-0.833,-0.741,-0.307,0.447,-1.162,1.524,1.456,-0.571,-0.428,-0.558,-0.861,-0.873,0.939,-0.317,0.221,1.274,-0.004,1.862,-0.444,-1.592,1.563,-0.475,-1.128,0.544,1.737,1.458,0.239,-22166.432
-0.713,-0.933,0.982,1.28,1.036,0.498,-0.082,1.537,0.259,-0.893,-0.761,-1.243,1.349,-0.578,-2.217,0.963,-0.051,-1.024,-0.381,-0.861,-0.054,-0.939,-0.129,-0.819,0.737,0.703,0.342,-0.422,-0.789,0.021,-1.599,1.07,-2.292,-0.241,0.405,0.047,-1.072,-0.533,0.328,0.986,0.384,0.011,0.416,-1.017,-0.265,0.589,-1.361,-0.248,-0.849,-0.416,-14643.188
-0.312,1.187,-0.183,2.088,-0.727,-2.154,0.537,-0.402,0.999,0.821,-0.043,-1.546,-0.005,0.367,-1.076,-0.377,0.022,0.633,-0.706,0.384,0.067,0.808,-1.344,0.522,-0.284,-0.522,0.283,0.777,1.695,0.236,-0.484,0.49,0.445,-0.607,-0.922,0.441,-1.148,0.685,-0.05,1.25,0.264,-1.622,-0.285,-0.959,-1.056,2.436,0.895,1.575,-0.676,0.077,252.109
-1.241,0.046,0.201,1.298,0.954,1.36,-0.044,-2.462,-1.616,0,0.321,-0.808,0.289,1.683,0.03,0.168,-1.055,1.792,-0.476,-0.077,-0.399,1.166,1.092,-0.752,-1.51,-0.162,1.477,-1.148,-0.746,1.316,-2.673,0.637,-0.302,-1.338,-0.132,0.618,-0.312,-0.435,0.054,1.019,-0.571,-0.197,1.136,-0.128,1.215,-2.174,0.129,-0.096,0.297,1.617,-11336.845
0.181,0.085,-0.085,-0.341,0.624,-1.14,0.257,0.363,-1.647,-1.72,1.024,-0.053,-0.38,0.497,-0.193,1.105,-2.147,1.346,-0.955,-1.224,1.802,0.275,-0.94,2.31,0.909,-0.376,-1.522,0.503,0.383,0.311,0.213,-0.259,1.301,-0.451,0.728,-1.773,-1.285,-0.462,-0.073,2.035,-0.592,0.204,-0.674,0.415,-0.507,-1.737,0.613,-0.523,0.025,0.448,-1313.153
-0.853,-0.428,-1.313,1.206,-0.952,0.009,-0.728,-0.28,-0.471,0.792,1.335,-0.067,1.909,0.447,0.981,0.893,-1.186,0.474,0.877,-0.563,-0.006,-0.89,0.894,0.968,-1.792,0.632,0.172,-1.093,-1.159,0.24,-0.675,-1.18,-1.281,-0.011,0.405,-1.434,1.394,-0.568,-1.081,0.12,-0.756,0.939,0.782,0.533,-0.286,-2.529,0.054,-2.6,1.022,-0.373,-4405.3
-0.272,-1.302,1.558,0.346,1.197,-0.371,-0.071,2.321,-0.21,0.65,0.066,0.094,0.088,-1.592,-0.495,0.526,0.056,2.279,-0.458,1.236,0.134,0.903,0.943,-0.379,-0.75,0.032,-0.748,-1.595,-0.967,1.02,1.697,-0.021,1.619,-1.32,-0.345,-1.981,-0.78,0.713,0.673,-1.097,-0.733,0.574,-0.817,0.364,-0.537,0.568,0.657,1.374,-0.68,0.915,-13512.423
0.887,-1.277,1.54,-1.102,-0.39,-1.456,0.43,1.025,-1.662,2.362,0.753,-0.351,1.765,1.32,-0.271,-1.48,-1.102,-0.641,0.28,1.221,1.691,1.315,0.57,0.916,-1.241,0.29,0.412,-0.708,1.412,1.374,-0.898,-0.724,-0.491,-0.837,-0.008,-0.822,0.005,-1.343,1.889,0.832,1.163,-1.29,-0.954,-1.754,-0.261,-1.565,0.74,-0.775,-1.649,-0.263,-12744.859
2.657,1.233,0.344,3.175,0.315,-0.626,1.639,-0.266,-1.211,0.189,-1.386,0.218,-0.194,0.136,0.049,-0.856,-0.149,-0.592,0.065,-1.067,1.647,0.514,0.458,-0.196,-1.502,-0.144,-0.764,0.57,0.319,1.406,-0.012,0.25,0.367,-0.427,2.526,-0.808,-0.641,1.016,1.111,0.029,0.132,-1.502,1.66,-1.052,-0.025,1.744,-0.585,1.524,-1.913,-0.094,-6732.434
-1.552,-1.586,-0.081,0.385,0.602,0.585,-0.169,-1.381,-1.841,-0.787,0.695,-0.166,-0.29,0.214,0.296,-0.255,-0.741,0.223,0.817,1.09,1.512,1.941,0.742,0.607,1.884,-0.047,-1.38,1.5,-0.691,-0.512,1.223,-0.093,-0.783,-1.129,-1.204,-1.133,0.461,-0.916,-1.165,1.085,-2.104,0.187,0.574,1.008,0.837,-1.601,1.444,-1.184,-0.218,-0.179,-4335.07
-0.385,0.911,-1.229,0.402,-1.206,0.643,-0.404,-2.479,0.621,1.555,0.017,0.026,-0.387,-0.127,-1.448,-0.764,-0.73,0.476,-1.745,0.337,0.02,-1.091,0.723,0.846,-1.079,-0.534,1.29,1.722,-0.923,0.677,0.005,-2.013,0.564,-0.953,2.633,1.075,0.277,1.114,-0.911,-0.821,0.113,-0.001,-0.528,0.758,0.09,0.781,-0.695,1.243,-0.307,0.638,-3891.23
0.211,-0.324,0.192,-2.354,-1.536,-1.082,1.312,-1.025,-0.37,-1.32,-0.901,0.23,-2.197,0.006,-0.015,1.294,0.128,-3.213,-1.239,-1.556,0.93,-0.029,0.349,0.003,1.195,1,0.523,-1.171,0.758,-1.212,0.256,-0.039,0.155,1.258,0.439,0.866,0.14,-0.531,-0.225,0.4,0.229,2.054,0.009,1.95,-0.084,-0.134,-0.974,0.731,0.474,0.345,-4048.134
1.091,1.76,1.994,-0.216,-1.039,0.397,0.221,-0.63,0.465,-1.053,0.214,0.681,-1.878,0.094,1.013,-0.582,-1.014,0.79,-0.499,0.465,1.523,1.576,0.41,0.394,-0.335,-0.598,-0.266,-0.752,1.485,0.204,-1.008,0.891,-0.374,-1.336,-0.131,-1.415,0.401,-0.228,1.303,0.359,1.133,-1.984,2.01,1.366,1.339,1.212,1.134,-0.149,-0.951,0.841,-4762.431
